Status,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,Foreign worker,Score,Young/Old
0.00000000,18.00000000,0.00000000,3.00000000,3114.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,4.00000000,1.00000000,26.00000000,2.00000000,0.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
3.00000000,39.00000000,2.00000000,1.00000000,2569.00000000,2.00000000,2.00000000,4.00000000,2.00000000,0.00000000,4.00000000,2.00000000,24.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
2.00000000,24.00000000,2.00000000,4.00000000,5152.00000000,0.00000000,3.00000000,4.00000000,2.00000000,0.00000000,2.00000000,2.00000000,25.00000000,0.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
1.00000000,12.00000000,2.00000000,9.00000000,1037.00000000,1.00000000,3.00000000,3.00000000,2.00000000,0.00000000,4.00000000,0.00000000,39.00000000,2.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,15.00000000,4.00000000,3.00000000,1478.00000000,0.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,2.00000000,44.00000000,2.00000000,1.00000000,2.00000000,2.00000000,2.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,12.00000000,4.00000000,4.00000000,3573.00000000,0.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,0.00000000,23.00000000,2.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
1.00000000,24.00000000,2.00000000,0.00000000,1201.00000000,0.00000000,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,1.00000000,26.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,30.00000000,2.00000000,3.00000000,3622.00000000,3.00000000,4.00000000,4.00000000,1.00000000,0.00000000,4.00000000,1.00000000,57.00000000,2.00000000,0.00000000,2.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,15.00000000,3.00000000,3.00000000,960.00000000,3.00000000,3.00000000,3.00000000,1.00000000,0.00000000,2.00000000,1.00000000,30.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,12.00000000,4.00000000,0.00000000,1163.00000000,2.00000000,2.00000000,4.00000000,2.00000000,0.00000000,4.00000000,0.00000000,44.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,6.00000000,3.00000000,0.00000000,1209.00000000,0.00000000,0.00000000,4.00000000,2.00000000,0.00000000,4.00000000,1.00000000,47.00000000,2.00000000,1.00000000,1.00000000,3.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
3.00000000,12.00000000,2.00000000,4.00000000,3077.00000000,0.00000000,2.00000000,2.00000000,2.00000000,0.00000000,4.00000000,2.00000000,52.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,24.00000000,2.00000000,0.00000000,3757.00000000,0.00000000,4.00000000,4.00000000,1.00000000,1.00000000,4.00000000,3.00000000,62.00000000,2.00000000,2.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,10.00000000,2.00000000,0.00000000,1418.00000000,1.00000000,2.00000000,3.00000000,2.00000000,0.00000000,2.00000000,0.00000000,35.00000000,2.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,1.00000000
3.00000000,6.00000000,2.00000000,0.00000000,3518.00000000,0.00000000,2.00000000,2.00000000,2.00000000,2.00000000,3.00000000,1.00000000,26.00000000,2.00000000,0.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,12.00000000,4.00000000,4.00000000,1934.00000000,0.00000000,4.00000000,2.00000000,2.00000000,0.00000000,2.00000000,3.00000000,26.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,27.00000000,0.00000000,9.00000000,8318.00000000,0.00000000,4.00000000,2.00000000,1.00000000,0.00000000,4.00000000,3.00000000,42.00000000,2.00000000,2.00000000,2.00000000,3.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
3.00000000,6.00000000,4.00000000,4.00000000,1237.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,27.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,6.00000000,2.00000000,4.00000000,368.00000000,4.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,1.00000000,38.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,12.00000000,4.00000000,0.00000000,2122.00000000,0.00000000,2.00000000,3.00000000,2.00000000,0.00000000,2.00000000,0.00000000,39.00000000,2.00000000,0.00000000,2.00000000,1.00000000,2.00000000,0.00000000,1.00000000,1.00000000,1.00000000
0.00000000,24.00000000,2.00000000,3.00000000,2996.00000000,4.00000000,2.00000000,2.00000000,3.00000000,0.00000000,4.00000000,2.00000000,20.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,0.00000000
1.00000000,36.00000000,2.00000000,3.00000000,9034.00000000,1.00000000,1.00000000,4.00000000,2.00000000,1.00000000,1.00000000,3.00000000,29.00000000,2.00000000,0.00000000,1.00000000,3.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
3.00000000,24.00000000,4.00000000,3.00000000,1585.00000000,0.00000000,3.00000000,4.00000000,2.00000000,0.00000000,3.00000000,1.00000000,40.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,18.00000000,2.00000000,4.00000000,1301.00000000,0.00000000,4.00000000,4.00000000,3.00000000,2.00000000,2.00000000,0.00000000,32.00000000,2.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
2.00000000,6.00000000,4.00000000,0.00000000,1323.00000000,1.00000000,4.00000000,2.00000000,0.00000000,0.00000000,4.00000000,2.00000000,28.00000000,2.00000000,1.00000000,2.00000000,2.00000000,2.00000000,1.00000000,0.00000000,1.00000000,1.00000000
0.00000000,24.00000000,2.00000000,0.00000000,3123.00000000,0.00000000,1.00000000,4.00000000,1.00000000,0.00000000,1.00000000,1.00000000,27.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
0.00000000,36.00000000,2.00000000,1.00000000,5493.00000000,0.00000000,4.00000000,2.00000000,2.00000000,0.00000000,4.00000000,3.00000000,42.00000000,2.00000000,2.00000000,1.00000000,2.00000000,2.00000000,0.00000000,0.00000000,1.00000000,1.00000000
2.00000000,9.00000000,2.00000000,4.00000000,1126.00000000,1.00000000,4.00000000,2.00000000,0.00000000,0.00000000,4.00000000,0.00000000,49.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,24.00000000,4.00000000,4.00000000,1216.00000000,1.00000000,1.00000000,4.00000000,2.00000000,0.00000000,4.00000000,3.00000000,38.00000000,0.00000000,1.00000000,2.00000000,2.00000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000
0.00000000,24.00000000,2.00000000,0.00000000,1207.00000000,0.00000000,1.00000000,4.00000000,1.00000000,0.00000000,4.00000000,1.00000000,24.00000000,2.00000000,0.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,0.00000000
3.00000000,10.00000000,2.00000000,0.00000000,1309.00000000,4.00000000,2.00000000,4.00000000,2.00000000,2.00000000,4.00000000,1.00000000,27.00000000,2.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
2.00000000,15.00000000,4.00000000,1.00000000,2360.00000000,2.00000000,2.00000000,2.00000000,2.00000000,0.00000000,2.00000000,2.00000000,36.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,15.00000000,1.00000000,0.00000000,6850.00000000,1.00000000,0.00000000,1.00000000,2.00000000,0.00000000,2.00000000,1.00000000,34.00000000,2.00000000,1.00000000,1.00000000,3.00000000,2.00000000,1.00000000,0.00000000,2.00000000,1.00000000
3.00000000,24.00000000,2.00000000,4.00000000,1413.00000000,0.00000000,2.00000000,4.00000000,3.00000000,0.00000000,2.00000000,1.00000000,28.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,39.00000000,2.00000000,1.00000000,8588.00000000,1.00000000,4.00000000,4.00000000,2.00000000,0.00000000,2.00000000,2.00000000,45.00000000,2.00000000,1.00000000,1.00000000,3.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
0.00000000,12.00000000,2.00000000,0.00000000,759.00000000,0.00000000,3.00000000,4.00000000,2.00000000,0.00000000,2.00000000,0.00000000,26.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
3.00000000,36.00000000,2.00000000,1.00000000,4686.00000000,0.00000000,2.00000000,2.00000000,2.00000000,0.00000000,2.00000000,3.00000000,32.00000000,2.00000000,2.00000000,1.00000000,3.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
2.00000000,15.00000000,2.00000000,9.00000000,2687.00000000,0.00000000,3.00000000,2.00000000,2.00000000,0.00000000,4.00000000,1.00000000,26.00000000,2.00000000,0.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,12.00000000,3.00000000,4.00000000,585.00000000,0.00000000,2.00000000,4.00000000,3.00000000,1.00000000,4.00000000,0.00000000,20.00000000,2.00000000,0.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
3.00000000,24.00000000,2.00000000,0.00000000,2255.00000000,4.00000000,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,1.00000000,54.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,6.00000000,4.00000000,0.00000000,609.00000000,0.00000000,3.00000000,4.00000000,1.00000000,0.00000000,3.00000000,1.00000000,37.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,1.00000000,1.00000000,1.00000000
0.00000000,6.00000000,4.00000000,0.00000000,1361.00000000,0.00000000,1.00000000,2.00000000,2.00000000,0.00000000,4.00000000,0.00000000,40.00000000,2.00000000,1.00000000,1.00000000,1.00000000,2.00000000,0.00000000,1.00000000,1.00000000,1.00000000
3.00000000,36.00000000,4.00000000,3.00000000,7127.00000000,0.00000000,1.00000000,2.00000000,1.00000000,0.00000000,4.00000000,1.00000000,23.00000000,2.00000000,0.00000000,2.00000000,2.00000000,1.00000000,1.00000000,0.00000000,2.00000000,0.00000000
0.00000000,6.00000000,2.00000000,0.00000000,1203.00000000,1.00000000,4.00000000,3.00000000,2.00000000,0.00000000,2.00000000,1.00000000,43.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,6.00000000,4.00000000,4.00000000,700.00000000,4.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,3.00000000,36.00000000,2.00000000,2.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,24.00000000,4.00000000,6.00000000,5507.00000000,0.00000000,4.00000000,3.00000000,2.00000000,0.00000000,4.00000000,3.00000000,44.00000000,2.00000000,2.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,18.00000000,2.00000000,4.00000000,3190.00000000,0.00000000,2.00000000,2.00000000,1.00000000,0.00000000,2.00000000,0.00000000,24.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,0.00000000
0.00000000,48.00000000,0.00000000,3.00000000,7119.00000000,0.00000000,2.00000000,3.00000000,2.00000000,0.00000000,4.00000000,3.00000000,53.00000000,2.00000000,2.00000000,2.00000000,2.00000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000
3.00000000,24.00000000,2.00000000,1.00000000,3488.00000000,1.00000000,3.00000000,3.00000000,1.00000000,0.00000000,4.00000000,2.00000000,23.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
1.00000000,18.00000000,2.00000000,4.00000000,1113.00000000,0.00000000,2.00000000,4.00000000,1.00000000,2.00000000,4.00000000,0.00000000,26.00000000,2.00000000,1.00000000,1.00000000,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,26.00000000,2.00000000,1.00000000,7966.00000000,0.00000000,1.00000000,2.00000000,2.00000000,0.00000000,3.00000000,2.00000000,30.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,15.00000000,4.00000000,7.00000000,1532.00000000,1.00000000,2.00000000,4.00000000,1.00000000,0.00000000,3.00000000,2.00000000,31.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,4.00000000,4.00000000,4.00000000,1503.00000000,0.00000000,3.00000000,2.00000000,2.00000000,0.00000000,1.00000000,0.00000000,42.00000000,2.00000000,1.00000000,2.00000000,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,36.00000000,2.00000000,4.00000000,2302.00000000,0.00000000,2.00000000,4.00000000,0.00000000,0.00000000,4.00000000,2.00000000,31.00000000,2.00000000,0.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
0.00000000,6.00000000,2.00000000,0.00000000,662.00000000,0.00000000,1.00000000,3.00000000,2.00000000,0.00000000,4.00000000,0.00000000,41.00000000,2.00000000,1.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,36.00000000,2.00000000,7.00000000,2273.00000000,0.00000000,3.00000000,3.00000000,2.00000000,0.00000000,1.00000000,2.00000000,32.00000000,2.00000000,1.00000000,2.00000000,2.00000000,2.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,15.00000000,2.00000000,0.00000000,2631.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,4.00000000,2.00000000,28.00000000,2.00000000,0.00000000,2.00000000,2.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
3.00000000,12.00000000,3.00000000,1.00000000,1503.00000000,0.00000000,2.00000000,4.00000000,3.00000000,0.00000000,4.00000000,0.00000000,41.00000000,2.00000000,0.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,24.00000000,2.00000000,4.00000000,1311.00000000,1.00000000,3.00000000,4.00000000,3.00000000,0.00000000,3.00000000,1.00000000,26.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,24.00000000,2.00000000,4.00000000,3105.00000000,4.00000000,1.00000000,4.00000000,2.00000000,0.00000000,2.00000000,2.00000000,25.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
2.00000000,21.00000000,4.00000000,7.00000000,2319.00000000,0.00000000,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,2.00000000,33.00000000,2.00000000,0.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
0.00000000,6.00000000,2.00000000,0.00000000,1374.00000000,4.00000000,0.00000000,4.00000000,1.00000000,0.00000000,3.00000000,1.00000000,75.00000000,2.00000000,1.00000000,1.00000000,3.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,18.00000000,4.00000000,3.00000000,3612.00000000,0.00000000,4.00000000,3.00000000,1.00000000,0.00000000,4.00000000,1.00000000,37.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
0.00000000,48.00000000,2.00000000,0.00000000,7763.00000000,0.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,3.00000000,42.00000000,0.00000000,2.00000000,1.00000000,3.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
2.00000000,18.00000000,2.00000000,3.00000000,3049.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,45.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,12.00000000,2.00000000,4.00000000,1534.00000000,0.00000000,1.00000000,1.00000000,3.00000000,0.00000000,1.00000000,0.00000000,23.00000000,2.00000000,0.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,0.00000000
3.00000000,24.00000000,3.00000000,0.00000000,2032.00000000,0.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,3.00000000,60.00000000,2.00000000,2.00000000,2.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
0.00000000,30.00000000,2.00000000,3.00000000,6350.00000000,4.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,1.00000000,31.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
2.00000000,18.00000000,2.00000000,3.00000000,2864.00000000,0.00000000,2.00000000,2.00000000,2.00000000,0.00000000,1.00000000,0.00000000,34.00000000,2.00000000,1.00000000,1.00000000,1.00000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000
3.00000000,12.00000000,4.00000000,0.00000000,1255.00000000,0.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,0.00000000,61.00000000,2.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,24.00000000,3.00000000,0.00000000,1333.00000000,0.00000000,0.00000000,4.00000000,2.00000000,0.00000000,2.00000000,0.00000000,43.00000000,2.00000000,2.00000000,2.00000000,2.00000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000
3.00000000,24.00000000,4.00000000,0.00000000,2022.00000000,0.00000000,2.00000000,4.00000000,1.00000000,0.00000000,4.00000000,2.00000000,37.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,24.00000000,2.00000000,4.00000000,1552.00000000,0.00000000,3.00000000,3.00000000,2.00000000,0.00000000,1.00000000,2.00000000,32.00000000,0.00000000,1.00000000,1.00000000,2.00000000,2.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,12.00000000,1.00000000,4.00000000,626.00000000,0.00000000,2.00000000,4.00000000,1.00000000,0.00000000,4.00000000,0.00000000,24.00000000,0.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,2.00000000,0.00000000
3.00000000,48.00000000,4.00000000,1.00000000,8858.00000000,4.00000000,3.00000000,2.00000000,2.00000000,0.00000000,1.00000000,3.00000000,35.00000000,2.00000000,2.00000000,2.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,12.00000000,4.00000000,6.00000000,996.00000000,4.00000000,3.00000000,4.00000000,1.00000000,0.00000000,4.00000000,0.00000000,23.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
3.00000000,6.00000000,1.00000000,4.00000000,1750.00000000,2.00000000,4.00000000,2.00000000,2.00000000,0.00000000,4.00000000,1.00000000,45.00000000,0.00000000,1.00000000,1.00000000,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,48.00000000,2.00000000,4.00000000,6999.00000000,0.00000000,3.00000000,1.00000000,3.00000000,2.00000000,1.00000000,0.00000000,34.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
1.00000000,12.00000000,4.00000000,0.00000000,1995.00000000,1.00000000,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,2.00000000,27.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,9.00000000,2.00000000,7.00000000,1199.00000000,0.00000000,3.00000000,4.00000000,1.00000000,0.00000000,4.00000000,1.00000000,67.00000000,2.00000000,1.00000000,2.00000000,3.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,12.00000000,2.00000000,4.00000000,1331.00000000,0.00000000,1.00000000,2.00000000,2.00000000,0.00000000,1.00000000,2.00000000,22.00000000,1.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,0.00000000
1.00000000,18.00000000,0.00000000,0.00000000,2278.00000000,1.00000000,1.00000000,3.00000000,1.00000000,0.00000000,3.00000000,2.00000000,28.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
3.00000000,21.00000000,0.00000000,0.00000000,5003.00000000,4.00000000,2.00000000,1.00000000,1.00000000,0.00000000,4.00000000,1.00000000,29.00000000,0.00000000,1.00000000,2.00000000,2.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
0.00000000,24.00000000,1.00000000,3.00000000,3552.00000000,0.00000000,3.00000000,3.00000000,2.00000000,0.00000000,4.00000000,2.00000000,27.00000000,0.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
1.00000000,18.00000000,4.00000000,3.00000000,1928.00000000,0.00000000,1.00000000,2.00000000,2.00000000,0.00000000,2.00000000,0.00000000,31.00000000,2.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
0.00000000,24.00000000,2.00000000,1.00000000,2964.00000000,4.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,3.00000000,49.00000000,0.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,1.00000000,1.00000000
0.00000000,24.00000000,1.00000000,4.00000000,1546.00000000,0.00000000,3.00000000,4.00000000,2.00000000,2.00000000,4.00000000,2.00000000,24.00000000,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,2.00000000,0.00000000
2.00000000,6.00000000,3.00000000,4.00000000,683.00000000,0.00000000,1.00000000,2.00000000,1.00000000,0.00000000,1.00000000,1.00000000,29.00000000,0.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,36.00000000,2.00000000,0.00000000,12389.00000000,4.00000000,2.00000000,1.00000000,2.00000000,0.00000000,4.00000000,3.00000000,37.00000000,2.00000000,2.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
1.00000000,24.00000000,3.00000000,9.00000000,4712.00000000,4.00000000,2.00000000,4.00000000,2.00000000,0.00000000,2.00000000,1.00000000,37.00000000,0.00000000,1.00000000,2.00000000,3.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,24.00000000,3.00000000,4.00000000,1553.00000000,1.00000000,3.00000000,3.00000000,1.00000000,0.00000000,2.00000000,1.00000000,23.00000000,2.00000000,0.00000000,2.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,0.00000000
0.00000000,12.00000000,2.00000000,0.00000000,1372.00000000,0.00000000,3.00000000,2.00000000,0.00000000,0.00000000,3.00000000,2.00000000,36.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
3.00000000,24.00000000,4.00000000,4.00000000,2578.00000000,3.00000000,4.00000000,2.00000000,2.00000000,0.00000000,2.00000000,2.00000000,34.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,48.00000000,2.00000000,4.00000000,3979.00000000,4.00000000,3.00000000,4.00000000,2.00000000,0.00000000,1.00000000,2.00000000,41.00000000,2.00000000,1.00000000,2.00000000,2.00000000,2.00000000,1.00000000,0.00000000,1.00000000,1.00000000
0.00000000,48.00000000,2.00000000,4.00000000,6758.00000000,0.00000000,2.00000000,3.00000000,1.00000000,0.00000000,2.00000000,2.00000000,31.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
0.00000000,24.00000000,2.00000000,3.00000000,3234.00000000,0.00000000,1.00000000,4.00000000,1.00000000,0.00000000,4.00000000,0.00000000,23.00000000,2.00000000,0.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,2.00000000,0.00000000
3.00000000,30.00000000,4.00000000,4.00000000,5954.00000000,0.00000000,3.00000000,3.00000000,2.00000000,1.00000000,2.00000000,2.00000000,38.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,24.00000000,2.00000000,1.00000000,5433.00000000,4.00000000,0.00000000,2.00000000,1.00000000,0.00000000,4.00000000,1.00000000,26.00000000,2.00000000,0.00000000,1.00000000,3.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
0.00000000,15.00000000,2.00000000,9.00000000,806.00000000,0.00000000,2.00000000,4.00000000,1.00000000,0.00000000,4.00000000,1.00000000,22.00000000,2.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
1.00000000,9.00000000,2.00000000,4.00000000,1082.00000000,0.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,2.00000000,27.00000000,2.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,15.00000000,4.00000000,3.00000000,2788.00000000,0.00000000,3.00000000,2.00000000,1.00000000,1.00000000,3.00000000,2.00000000,24.00000000,0.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
1.00000000,12.00000000,2.00000000,4.00000000,2930.00000000,0.00000000,3.00000000,2.00000000,1.00000000,0.00000000,1.00000000,0.00000000,27.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,24.00000000,4.00000000,7.00000000,1927.00000000,4.00000000,2.00000000,3.00000000,1.00000000,0.00000000,2.00000000,2.00000000,33.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,36.00000000,4.00000000,0.00000000,2820.00000000,0.00000000,1.00000000,4.00000000,0.00000000,0.00000000,4.00000000,2.00000000,27.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
